Test Scores,Engagement Level,Motivation Scores,Homework Completion,Participation Rate,Style_Auditory,Style_Read/WriteKinesthetic,Style_Visual
83.92767519144473,0.9724449250464272,46.74882139168111,0.649225448625387,0.9664956970870315,True,False,False
99.09558600101064,0.7074947011256769,77.14360269216641,0.9028275650030242,0.44678050099268596,True,False,False
67.21401270083769,0.6351141205740806,80.07250173891664,0.7020355423578222,0.306027833464373,False,False,True
88.82079084502371,0.5508309303426397,83.670490082558,0.7088256263477407,0.9072299186952175,False,True,False
95.93980013893042,0.7199849990046499,88.42390925955668,0.5345060435899861,0.9320689908167983,False,False,True
82.04561981696122,0.45038812426448316,91.35726662755211,0.6330514465852779,0.5750531225263297,True,False,False
52.398918942901545,0.7308420841288465,50.767407474550794,0.9562053601252735,0.5060241872893234,True,False,False
53.88357070233146,0.6132139836273245,69.8604991017785,0.9937303787111038,0.6773675614896796,False,True,False
77.52124382182504,0.5254040875451513,87.1063647124612,0.5763718627355288,0.8361026894168111,False,False,True
86.72373940086905,0.849945326841488,65.64409953962834,0.7145015072647227,0.39673653153602256,False,False,True
86.40371545367648,0.40727484076656184,90.1294796428091,0.70691439724615,0.9502698032994639,False,True,False
73.1521285406895,0.6609374159979735,92.73960929229078,0.6638237459602487,0.4927669842107713,False,False,True
83.71973156951339,0.830932527413782,84.93324649386776,0.5144600855797388,0.8782394395077633,True,False,False
52.45368197612953,0.8411548375371625,48.72333988017874,0.5034000632150919,0.7016079270172593,True,False,False
54.76505188322967,0.7543439587658518,78.94658025282394,0.8744080048340199,0.46108018669403505,True,False,False
87.59458121879491,0.8651572989637359,80.21497056448132,0.9931443504854671,0.3100111754424784,False,False,True
51.519223051229154,0.8646361090972505,78.99242768722192,0.6684531716221882,0.6539675872184267,False,False,True
93.85855276870973,0.4831190162003816,42.959872617772476,0.905242657036223,0.4649282546118237,True,False,False
59.17906767442239,0.786705384746226,50.577368228238,0.8640357503581604,0.49471050031256586,True,False,False
87.96102646784925,0.7334148020982629,81.19026311719206,0.529683996470001,0.5185450576578233,True,False,False
68.54865662049204,0.7438483976934853,70.85541609011474,0.875698252021579,0.5227270816597572,False,True,False
83.92757404581204,0.5197002293891377,95.50782287551988,0.9777141570650221,0.9621945838030128,True,False,False
56.70897166072276,0.83487714106253,76.98107672672748,0.8711620532283992,0.362601445859461,False,True,False
87.32734422513967,0.7914794318247436,95.0924194815758,0.6718709424544331,0.8384182541958152,False,False,True
61.09462499692157,0.4447110780572995,56.21233940556909,0.7309132696158442,0.46461116620483345,False,True,False
91.38979541019812,0.996682659513419,92.56542566534263,0.7236292936120641,0.48634453204507744,False,True,False
64.94530086410208,0.9269941973508481,58.694047530061965,0.8374325823455435,0.39825130431605005,False,True,False
68.68274896641766,0.55569656548735,59.72235723819673,0.8876527279950458,0.5162606314157692,False,True,False
79.96317258311376,0.8592096701821812,50.825171162039695,0.9260043146939864,0.4830710889151294,True,False,False
96.22285970923215,0.8321659906117025,66.70775805802907,0.6891485054342401,0.38860226507289886,False,True,False
85.33955012037589,0.7814149774617156,69.30577912186929,0.8965705152318086,0.3312636114140839,False,True,False
94.90814818910567,0.6119546192935172,80.32880010936265,0.5621098008989212,0.5911402949850824,False,False,True
82.10161686609304,0.4025635586406326,58.463805096887214,0.8275507419411872,0.7967799738150313,False,False,True
97.19951108584576,0.8578248100242527,80.44997060105644,0.8590239230327504,0.9863965026970345,False,True,False
53.219415919170224,0.9975558203016873,93.64779734659724,0.505442363831268,0.5696385124150872,False,True,False
65.53725467409053,0.9340724581289752,74.35489173942736,0.6708015153853754,0.8282227554901256,True,False,False
62.52505860675415,0.9180906017461573,47.04612964991521,0.8374372282598112,0.9778832148224919,True,False,False
88.18350860737712,0.4752174932669997,45.90601576153763,0.8740420761363946,0.6634413799589969,True,False,False
71.01175824554336,0.42908649415482236,89.42977031612963,0.8031581868422499,0.41906626683438986,False,True,False
69.68396846498972,0.7781671607724782,58.33179818216874,0.5632477081641256,0.36412586249510037,False,False,True
88.2469469753548,0.42303549989410777,94.40072627514141,0.5093289519069149,0.5756837933129929,False,False,True
52.29635070922461,0.49284678364811785,94.18664693435323,0.5001287179940272,0.6586656068909782,True,False,False
51.63826430966136,0.5486571207821269,87.63535131022935,0.945220543748029,0.6347717781906104,False,True,False
54.70456350206486,0.6769307757150342,97.39723448638344,0.5672174327542308,0.5534265695510616,False,False,True
96.25541610826474,0.7049769451790131,66.79100460630471,0.688134955556334,0.4438329473048632,False,True,False
69.73866617783261,0.594993837006283,54.71866672073248,0.823815068378448,0.7340826963919942,True,False,False
68.35338192009934,0.4676484172294962,97.44346505217568,0.802894276279043,0.4137200347946669,False,False,True
82.94038793499449,0.7477039638204367,74.36297192362528,0.8529575648627309,0.6825981345803833,True,False,False
58.82965507445045,0.9971346111772716,84.56350552936354,0.8891108714579863,0.3468639377385271,False,False,True
